gene	stage_area	area	celltype_stage	celltype_region	cell_type	individual	gene.score	p_val_adj	diff.pct	enrichment.ratio	pct.1	pct.2	avg_logfc	stage_region	stage	region
ATP2B4	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.48401	0	0.169	1.83662	0.371	0.202	0.26353	mid_temporal	mid	temporal
EIF2AK2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.48394	0	0.209	1.57103	0.575	0.366	0.30804	mid_temporal	mid	temporal
DMAP1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.48051	0	0.17	1.87179	0.365	0.195	0.25671	mid_temporal	mid	temporal
GNAI3	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.48047	0	0.2	1.67567	0.496	0.296	0.28673	mid_temporal	mid	temporal
HLA-C	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.4804	0	0.165	1.81682	0.367	0.202	0.26442	mid_temporal	mid	temporal
TMEM98	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.47971	0	0.239	1.43693	0.786	0.547	0.33384	mid_temporal	mid	temporal
HSPA9	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.47863	0	0.217	1.60614	0.575	0.358	0.298	mid_temporal	mid	temporal
BSG	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.4781	0	0.242	1.4416	0.79	0.548	0.33165	mid_temporal	mid	temporal
PDHB	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.47762	0	0.205	1.53665	0.587	0.382	0.31082	mid_temporal	mid	temporal
MRFAP1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.47645	0	0.218	1.31098	0.919	0.701	0.36343	mid_temporal	mid	temporal
TSPAN3	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.47609	0	0.206	1.33441	0.822	0.616	0.35678	mid_temporal	mid	temporal
EIF3E	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.47338	0	0.185	1.27367	0.861	0.676	0.37167	mid_temporal	mid	temporal
LEPROT	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.47173	0	0.204	1.48571	0.624	0.42	0.31751	mid_temporal	mid	temporal
PGM1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.46968	0	0.175	1.8454	0.382	0.207	0.25451	mid_temporal	mid	temporal
CLDND1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.46862	0	0.202	1.64743	0.514	0.312	0.28446	mid_temporal	mid	temporal
MID1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.46786	0	0.192	1.78048	0.438	0.246	0.26277	mid_temporal	mid	temporal
TMX2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.46709	0	0.209	1.82283	0.463	0.254	0.25625	mid_temporal	mid	temporal
UQCRC2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.46664	0	0.264	1.64705	0.672	0.408	0.28332	mid_temporal	mid	temporal
DCTN2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.46524	0	0.232	1.44529	0.753	0.521	0.3219	mid_temporal	mid	temporal
SCCPDH	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.4652	0	0.209	1.7133	0.502	0.293	0.27152	mid_temporal	mid	temporal
RAB18	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.46519	0	0.209	1.76838	0.481	0.272	0.26306	mid_temporal	mid	temporal
GHITM	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.4649	0	0.222	1.51389	0.654	0.432	0.30709	mid_temporal	mid	temporal
XRCC6	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.46253	0	0.249	1.5	0.747	0.498	0.30835	mid_temporal	mid	temporal
APH1A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.46253	0	0.206	1.75457	0.479	0.273	0.26362	mid_temporal	mid	temporal
EXOC5	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.46213	0	0.213	1.71237	0.512	0.299	0.26988	mid_temporal	mid	temporal
USP11	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.46073	0	0.205	1.77651	0.469	0.264	0.25935	mid_temporal	mid	temporal
ADK	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.4604	0	0.201	1.65048	0.51	0.309	0.27895	mid_temporal	mid	temporal
LSAMP	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.45974	0	0.22	1.57591	0.602	0.382	0.29173	mid_temporal	mid	temporal
CLU	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.45838	0	0.096	1.11047	0.965	0.869	0.41278	mid_temporal	mid	temporal
SNRNP70	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.45831	0	0.261	1.68324	0.643	0.382	0.27228	mid_temporal	mid	temporal
PSMA1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.45809	0	0.229	1.68768	0.562	0.333	0.27143	mid_temporal	mid	temporal
CUL5	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.45798	0	0.183	1.79564	0.413	0.23	0.25505	mid_temporal	mid	temporal
EIF3D	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.4561	0	0.205	1.4638	0.647	0.442	0.31159	mid_temporal	mid	temporal
MYO6	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.45609	0	0.226	1.67261	0.562	0.336	0.27268	mid_temporal	mid	temporal
MAPK1IP1L	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.45484	0	0.214	1.62209	0.558	0.344	0.2804	mid_temporal	mid	temporal
MEAF6	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.45459	0	0.227	1.64488	0.579	0.352	0.27637	mid_temporal	mid	temporal
COPS8	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.45453	0	0.213	1.53383	0.612	0.399	0.29633	mid_temporal	mid	temporal
APPBP2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.45421	0	0.176	1.74261	0.413	0.237	0.26065	mid_temporal	mid	temporal
TFPI	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.45197	0	0.184	1.53644	0.527	0.343	0.29417	mid_temporal	mid	temporal
HLA-A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.45153	0	0.21	1.48499	0.643	0.433	0.30406	mid_temporal	mid	temporal
OXR1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.45128	0	0.155	1.67685	0.384	0.229	0.26913	mid_temporal	mid	temporal
IFT57	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.45029	0	0.193	1.62459	0.502	0.309	0.27717	mid_temporal	mid	temporal
RAB7A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.44932	0	0.251	1.57568	0.687	0.436	0.28516	mid_temporal	mid	temporal
SLC2A3	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.44856	2e-5	0.132	1.59192	0.355	0.223	0.28177	mid_temporal	mid	temporal
RTN3	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.44595	0	0.165	1.21181	0.944	0.779	0.368	mid_temporal	mid	temporal
PDPN	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.44553	0	0.189	1.54624	0.535	0.346	0.28814	mid_temporal	mid	temporal
RAI14	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.44526	0	0.208	1.58757	0.562	0.354	0.28047	mid_temporal	mid	temporal
PRKRA	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.44444	0	0.222	1.71844	0.531	0.309	0.25863	mid_temporal	mid	temporal
THRAP3	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.4429	0	0.201	1.33168	0.807	0.606	0.33259	mid_temporal	mid	temporal
EEF2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.4425	0	0.133	1.1675	0.927	0.794	0.37902	mid_temporal	mid	temporal
ARF1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.44194	0	0.241	1.54772	0.681	0.44	0.28554	mid_temporal	mid	temporal
EIF3I	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.44172	0	0.224	1.39229	0.795	0.571	0.31726	mid_temporal	mid	temporal
FAM3C	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.44011	0	0.195	1.61904	0.51	0.315	0.27183	mid_temporal	mid	temporal
SYNE2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.43626	0	0.149	1.19054	0.931	0.782	0.36644	mid_temporal	mid	temporal
ERGIC2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.43581	0	0.215	1.73378	0.508	0.293	0.25137	mid_temporal	mid	temporal
ZNF770	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.43546	0	0.199	1.6958	0.485	0.286	0.25678	mid_temporal	mid	temporal
RAB5A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.43523	0	0.207	1.6877	0.508	0.301	0.25789	mid_temporal	mid	temporal
TRIP11	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.43501	0	0.18	1.66176	0.452	0.272	0.26178	mid_temporal	mid	temporal
PPP1R12A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.43475	0	0.232	1.56723	0.641	0.409	0.2774	mid_temporal	mid	temporal
TOPORS	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.43433	0	0.159	1.6883	0.39	0.231	0.25726	mid_temporal	mid	temporal
KDELR1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.43354	0	0.203	1.65695	0.512	0.309	0.26165	mid_temporal	mid	temporal
YIPF6	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.43253	0	0.176	1.69565	0.429	0.253	0.25508	mid_temporal	mid	temporal
TMBIM6	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.43175	0	0.218	1.32059	0.898	0.68	0.32694	mid_temporal	mid	temporal
NBPF14	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.43106	0	0.207	1.61061	0.546	0.339	0.26764	mid_temporal	mid	temporal
TPM4	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.43046	0	0.199	1.56695	0.55	0.351	0.27472	mid_temporal	mid	temporal
TMEM230	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.43014	0	0.239	1.53348	0.687	0.448	0.2805	mid_temporal	mid	temporal
EIF3F	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.42923	0	0.228	1.39378	0.807	0.579	0.30796	mid_temporal	mid	temporal
PHIP	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.42777	0	0.206	1.32037	0.849	0.643	0.32397	mid_temporal	mid	temporal
CCT4	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.42593	0	0.224	1.42504	0.751	0.527	0.29889	mid_temporal	mid	temporal
GOLGA4	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.42554	0	0.238	1.66666	0.595	0.357	0.25532	mid_temporal	mid	temporal
PMVK	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.42538	0	0.177	1.4425	0.577	0.4	0.29489	mid_temporal	mid	temporal
HNRNPK	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.42453	0	0.145	1.18102	0.946	0.801	0.35946	mid_temporal	mid	temporal
COMT	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.42419	0	0.206	1.41785	0.699	0.493	0.29918	mid_temporal	mid	temporal
SEPT11	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.42235	0	0.082	1.09121	0.981	0.899	0.38704	mid_temporal	mid	temporal
ATP5B	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.42122	0	0.197	1.26302	0.946	0.749	0.3335	mid_temporal	mid	temporal
NDRG2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.42122	0	0.214	1.37412	0.786	0.572	0.30653	mid_temporal	mid	temporal
ZFP36L1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.41914	0	0.195	1.30326	0.838	0.643	0.32161	mid_temporal	mid	temporal
HACD3	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.41857	0	0.243	1.49897	0.73	0.487	0.27924	mid_temporal	mid	temporal
FAM107A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.4185	1e-5	0.113	1.18374	0.728	0.615	0.35354	mid_temporal	mid	temporal
DDX5	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.4182	0	0.15	1.19084	0.936	0.786	0.35118	mid_temporal	mid	temporal
BNIP3L	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.41708	0	0.222	1.35922	0.84	0.618	0.30685	mid_temporal	mid	temporal
COMMD7	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.41702	0	0.182	1.65941	0.458	0.276	0.25131	mid_temporal	mid	temporal
GBAS	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.41656	0	0.193	1.64548	0.492	0.299	0.25316	mid_temporal	mid	temporal
ADH5	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.41599	0	0.224	1.4375	0.736	0.512	0.28938	mid_temporal	mid	temporal
MCL1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.41542	0	0.205	1.6083	0.542	0.337	0.25829	mid_temporal	mid	temporal
PTGES3	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.41503	0	0.19	1.27299	0.886	0.696	0.32603	mid_temporal	mid	temporal
ARMCX3	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.41243	0	0.213	1.64939	0.541	0.328	0.25005	mid_temporal	mid	temporal
KLF6	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.41195	0	0.136	1.17942	0.894	0.758	0.34928	mid_temporal	mid	temporal
PUF60	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.41188	0	0.232	1.39456	0.82	0.588	0.29535	mid_temporal	mid	temporal
SELT	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.41155	0	0.207	1.61791	0.542	0.335	0.25437	mid_temporal	mid	temporal
SRP9	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.41076	0	0.178	1.23828	0.925	0.747	0.33172	mid_temporal	mid	temporal
LDLR	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.40802	0	0.202	1.53866	0.577	0.375	0.26518	mid_temporal	mid	temporal
ANXA5	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.40508	0	0.217	1.44285	0.707	0.49	0.28075	mid_temporal	mid	temporal
APLP2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.40278	0	0.17	1.54313	0.483	0.313	0.26102	mid_temporal	mid	temporal
SMC4	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.40093	0	0.208	1.5909	0.56	0.352	0.25202	mid_temporal	mid	temporal
RPN2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.39677	0	0.201	1.38285	0.726	0.525	0.28692	mid_temporal	mid	temporal
GOLGA7	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.39587	0	0.198	1.53804	0.566	0.368	0.25739	mid_temporal	mid	temporal
PSMC6	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.39411	0	0.187	1.56325	0.519	0.332	0.25211	mid_temporal	mid	temporal
CANX	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.39315	0	0.219	1.41635	0.745	0.526	0.27758	mid_temporal	mid	temporal
SPAG9	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.38962	0	0.182	1.33091	0.732	0.55	0.29275	mid_temporal	mid	temporal
ATP1A2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.38738	0	0.18	1.44444	0.585	0.405	0.26819	mid_temporal	mid	temporal
AP2M1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.38668	0	0.156	1.23283	0.826	0.67	0.31365	mid_temporal	mid	temporal
EIF4B	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.38416	0	0.202	1.42437	0.678	0.476	0.26971	mid_temporal	mid	temporal
SPAG16	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.38405	0	0.233	1.52834	0.674	0.441	0.25128	mid_temporal	mid	temporal
SDHC	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.38158	0	0.2	1.409	0.689	0.489	0.27081	mid_temporal	mid	temporal
UBC	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.37763	0	0.065	1.07279	0.958	0.893	0.35201	mid_temporal	mid	temporal
HMGN1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.37692	0	0.229	1.34962	0.884	0.655	0.27928	mid_temporal	mid	temporal
HSPA5	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.37665	0	0.183	1.33032	0.737	0.554	0.28313	mid_temporal	mid	temporal
IDH1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.37597	0	0.177	1.48228	0.544	0.367	0.25364	mid_temporal	mid	temporal
DNAJB6	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.37578	0	0.225	1.36349	0.844	0.619	0.2756	mid_temporal	mid	temporal
SCD	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.3754	0	0.19	1.42696	0.635	0.445	0.26307	mid_temporal	mid	temporal
ARF4	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.37505	0	0.211	1.42284	0.71	0.499	0.26359	mid_temporal	mid	temporal
H1F0	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.37365	0	0.171	1.27805	0.786	0.615	0.29236	mid_temporal	mid	temporal
BEX4	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.368	0	0.23	1.368	0.855	0.625	0.269	mid_temporal	mid	temporal
DARS	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.36658	0	0.166	1.37727	0.606	0.44	0.26617	mid_temporal	mid	temporal
ANKRD12	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.36323	0	0.194	1.40416	0.674	0.48	0.25868	mid_temporal	mid	temporal
BBX	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.36272	0	0.205	1.43158	0.68	0.475	0.25337	mid_temporal	mid	temporal
SRSF5	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.36235	0	0.191	1.28338	0.865	0.674	0.28234	mid_temporal	mid	temporal
PHGDH	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.36165	0	0.19	1.33628	0.755	0.565	0.27064	mid_temporal	mid	temporal
TSC22D1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.36049	0	0.186	1.29477	0.817	0.631	0.27842	mid_temporal	mid	temporal
PDIA6	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.35918	0	0.231	1.4223	0.778	0.547	0.25254	mid_temporal	mid	temporal
GLI3	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.35145	0	0.198	1.40491	0.687	0.489	0.25016	mid_temporal	mid	temporal
ACAT2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.34934	0.00185	0.124	1.19136	0.772	0.648	0.29323	mid_temporal	mid	temporal
RBM3	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.34886	0	0.176	1.34714	0.683	0.507	0.25896	mid_temporal	mid	temporal
FKBP8	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.3472	0	0.199	1.36314	0.747	0.548	0.25471	mid_temporal	mid	temporal
ATP5A1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.34553	0	0.144	1.18438	0.925	0.781	0.29174	mid_temporal	mid	temporal
ARL6IP5	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.34422	0	0.176	1.35484	0.672	0.496	0.25407	mid_temporal	mid	temporal
HNRNPM	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.34398	0	0.198	1.34737	0.768	0.57	0.2553	mid_temporal	mid	temporal
EIF3L	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.33895	0	0.181	1.25747	0.884	0.703	0.26955	mid_temporal	mid	temporal
TUBA1B	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.33834	1.8e-4	0.031	1.03359	0.954	0.923	0.32735	mid_temporal	mid	temporal
CCT3	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.33483	0	0.193	1.33565	0.768	0.575	0.25069	mid_temporal	mid	temporal
FAM213A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.33005	0	0.162	1.24035	0.836	0.674	0.26609	mid_temporal	mid	temporal
H2AFY	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.32656	0	0.165	1.29412	0.726	0.561	0.25234	mid_temporal	mid	temporal
LDHB	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.31667	0	0.099	1.11379	0.969	0.87	0.28431	mid_temporal	mid	temporal
ENO1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.31506	0	0.146	1.18296	0.944	0.798	0.26633	mid_temporal	mid	temporal
MAP1B	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.31002	0	0.014	1.01423	0.998	0.984	0.30567	mid_temporal	mid	temporal
SLC25A3	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.30838	0	0.162	1.21066	0.931	0.769	0.25472	mid_temporal	mid	temporal
HSPA1A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.30078	1	0.047	1.05802	0.857	0.81	0.28429	mid_temporal	mid	temporal
CIRBP	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.2969	0	0.075	1.08352	0.973	0.898	0.27401	mid_temporal	mid	temporal
HNRNPA2B1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19	0.27483	0	0.055	1.05857	0.994	0.939	0.25962	mid_temporal	mid	temporal
HBG2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	3.78288	0	0.088	2.1733	0.163	0.075	1.74061	mid_temporal	mid	temporal
MEF2C	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	3.50257	0	0.358	2.16233	0.666	0.308	1.61981	mid_temporal	mid	temporal
HBA2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	3.46503	0	0.065	1.68419	0.16	0.095	2.05738	mid_temporal	mid	temporal
NEFM	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	2.85506	0	0.157	3.66095	0.216	0.059	0.77987	mid_temporal	mid	temporal
SYT4	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	2.80103	0	0.178	3.06973	0.264	0.086	0.91247	mid_temporal	mid	temporal
NR2F2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	2.73418	0	0.151	3.96071	0.202	0.051	0.69033	mid_temporal	mid	temporal
NEUROD6	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	2.49609	0	0.258	2.41757	0.44	0.182	1.03248	mid_temporal	mid	temporal
SST	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	2.1587	0	0.082	4.03689	0.109	0.027	0.53474	mid_temporal	mid	temporal
DLX6-AS1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	2.07403	0	0.186	2.58972	0.303	0.117	0.80087	mid_temporal	mid	temporal
STMN2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	2.04788	0	0.218	1.29301	0.962	0.744	1.58381	mid_temporal	mid	temporal
SOX11	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	1.95075	0	0.151	1.18347	0.974	0.823	1.64833	mid_temporal	mid	temporal
NEFL	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	1.66119	0	0.093	3.51342	0.13	0.037	0.47281	mid_temporal	mid	temporal
NSG1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	1.61158	0	0.184	1.82882	0.406	0.222	0.88121	mid_temporal	mid	temporal
SLA	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	1.46095	0	0.181	2.10365	0.345	0.164	0.69448	mid_temporal	mid	temporal
ERBB4	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	1.40617	0	0.083	3.37133	0.118	0.035	0.41709	mid_temporal	mid	temporal
MYT1L	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	1.26515	0	0.115	2.04544	0.225	0.11	0.61853	mid_temporal	mid	temporal
TTC9B	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	1.25681	0	0.115	1.57499	0.315	0.2	0.79798	mid_temporal	mid	temporal
INA	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	1.19015	0	0.106	2.04948	0.207	0.101	0.58071	mid_temporal	mid	temporal
TSPAN13	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	1.17546	0	0.112	1.68711	0.275	0.163	0.69673	mid_temporal	mid	temporal
MLLT11	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	1.17113	0	0.059	1.07825	0.813	0.754	1.08614	mid_temporal	mid	temporal
NELL2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	1.16893	0	0.104	2.02968	0.205	0.101	0.57592	mid_temporal	mid	temporal
GAP43	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	1.16517	0	0.125	1.42662	0.418	0.293	0.81674	mid_temporal	mid	temporal
POU3F1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	1.12494	0	0.081	2.58818	0.132	0.051	0.43464	mid_temporal	mid	temporal
CXADR	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	1.11877	0	0.104	1.54166	0.296	0.192	0.72569	mid_temporal	mid	temporal
HMP19	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	1.11488	0	0.093	1.87734	0.199	0.106	0.59386	mid_temporal	mid	temporal
ADRA2A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	1.11205	0	0.083	2.69382	0.132	0.049	0.41282	mid_temporal	mid	temporal
DLX5	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.99812	0	0.081	2.37284	0.14	0.059	0.42064	mid_temporal	mid	temporal
RPL39	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.98507	0	0	1	1	1	0.98507	mid_temporal	mid	temporal
CD24	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.97978	0	0.089	1.17383	0.601	0.512	0.83469	mid_temporal	mid	temporal
SOX4	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.95812	0	0.04	1.04283	0.974	0.934	0.91878	mid_temporal	mid	temporal
NPY	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.95698	0	0.102	1.58959	0.275	0.173	0.60203	mid_temporal	mid	temporal
EEF1A2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.95387	0	0.067	1.2012	0.4	0.333	0.7941	mid_temporal	mid	temporal
NEUROD2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.94629	0	0.104	1.51741	0.305	0.201	0.62363	mid_temporal	mid	temporal
