cl.from	cl.to	Freq	cl.from.total	cl.to.total	odds	pval.log	frac	cl.from.label	cl.to.label
45	54	5	377351	622	0.08346856199565014	-3.7249633409430945e-22	1.3250263017720901e-5	neuron_9	opc_4
46	54	6	1215	622	31.108094160612918	-16.65272317827762	0.0049382716049382715	opc_1	opc_4
53	54	91	11970	622	47.89009232620673	-273.11101042173163	0.00760233918128655	opc_3	opc_4
54	54	166	838	622	1247.8503403448724	-1062.813127361491	0.19809069212410502	opc_4	opc_4
55	54	2	770	622	16.362049526036664	-4.980304895288661	0.0025974025974025974	opc_5	opc_4
57	54	30	6913	622	27.33714335682388	-73.6500893784627	0.0043396499349052505	opc_7	opc_4
59	54	152	87557	622	10.935814820787208	-245.84424492633684	0.0017360119693456833	opc_9	opc_4
61	54	4	139657	622	0.18042458501970157	-3.6112358589317944e-7	2.8641600492635528e-5	rg_10	opc_4
62	54	5	162981	622	0.1932553201760977	-8.519201410544641e-8	3.0678422638221634e-5	rg_11	opc_4
64	54	8	39779	622	1.266877310646143	-1.2044546242528156	2.0111113904321376e-4	rg_13	opc_4
71	54	3	15790	622	1.1968440280286476	-0.7805608330282133	1.8999366687777073e-4	rg_3	opc_4
74	54	11	13438	622	5.156517319747379	-11.169699614352648	8.185741925881828e-4	rg_6	opc_4
